"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","immune_system_processes","regulation_of_immune_system_processes","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defense_response","regulation_of_defense_response","leukocyte_proliferation"
"GO:0046514","GO:0046514","GO:0046514","ceramide catabolic process",16,0.711757725380553,1.91063760240599,0.0021214076289076,0.0447658605927521,0.0388815268208451,950,"tags=50%, list=8%, signal=46%","ENSG00000177628/ENSG00000198951/ENSG00000104763/ENSG00000102393/ENSG00000049860/ENSG00000196743/ENSG00000170835/ENSG00000204386","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0042471","GO:0042471","GO:0042471","ear morphogenesis",75,-0.559570273173066,-1.64201440630515,0.00219260862102312,0.0456467472102324,0.0396466236198382,1157,"tags=23%, list=10%, signal=21%","ENSG00000100625/ENSG00000162998/ENSG00000125398/ENSG00000183691/ENSG00000104290/ENSG00000095397/ENSG00000184058/ENSG00000126778/ENSG00000163666/ENSG00000186862/ENSG00000139219/ENSG00000095777/ENSG00000060718/ENSG00000105707/ENSG00000170577/ENSG00000104313/ENSG00000125618","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006558","GO:0006558","GO:0006558","L-phenylalanine metabolic process",10,-0.822515866081142,-1.66696342012627,0.00221404962309434,0.0456467472102324,0.0396466236198382,1327,"tags=70%, list=11%, signal=62%","ENSG00000162174/ENSG00000103876/ENSG00000166228/ENSG00000171759/ENSG00000113924/ENSG00000198650/ENSG00000158104","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006559","GO:0006559","GO:0006559","L-phenylalanine catabolic process",10,-0.822515866081142,-1.66696342012627,0.00221404962309434,0.0456467472102324,0.0396466236198382,1327,"tags=70%, list=11%, signal=62%","ENSG00000162174/ENSG00000103876/ENSG00000166228/ENSG00000171759/ENSG00000113924/ENSG00000198650/ENSG00000158104","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902221","GO:1902221","GO:1902221","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",10,-0.822515866081142,-1.66696342012627,0.00221404962309434,0.0456467472102324,0.0396466236198382,1327,"tags=70%, list=11%, signal=62%","ENSG00000162174/ENSG00000103876/ENSG00000166228/ENSG00000171759/ENSG00000113924/ENSG00000198650/ENSG00000158104","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902222","GO:1902222","GO:1902222","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process",10,-0.822515866081142,-1.66696342012627,0.00221404962309434,0.0456467472102324,0.0396466236198382,1327,"tags=70%, list=11%, signal=62%","ENSG00000162174/ENSG00000103876/ENSG00000166228/ENSG00000171759/ENSG00000113924/ENSG00000198650/ENSG00000158104","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0014061","GO:0014061","GO:0014061","regulation of norepinephrine secretion",11,0.786635735515668,1.95237301118304,0.00225293616634552,0.0458048490880763,0.0397839434953509,1038,"tags=45%, list=9%, signal=41%","ENSG00000274286/ENSG00000169313/ENSG00000184160/ENSG00000150594/ENSG00000128271","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:2001020","GO:2001020","GO:2001020","regulation of response to DNA damage stimulus",156,-0.476956752639091,-1.49851093972146,0.00225485082389294,0.0458048490880763,0.0397839434953509,2827,"tags=33%, list=24%, signal=26%","ENSG00000119401/ENSG00000132436/ENSG00000148677/ENSG00000149923/ENSG00000158161/ENSG00000101596/ENSG00000141510/ENSG00000096717/ENSG00000133302/ENSG00000186868/ENSG00000166848/ENSG00000135679/ENSG00000189403/ENSG00000084073/ENSG00000087206/ENSG00000183765/ENSG00000204991/ENSG00000148411/ENSG00000169189/ENSG00000175643/ENSG00000204569/ENSG00000114026/ENSG00000134278/ENSG00000138311/ENSG00000143799/ENSG00000128513/ENSG00000134452/ENSG00000168411/ENSG00000064655/ENSG00000149311/ENSG00000114904/ENSG00000112319/ENSG00000168556/ENSG00000089280/ENSG00000170430/ENSG00000181544/ENSG00000143971/ENSG00000146648/ENSG00000160117/ENSG00000051180/ENSG00000188766/ENSG00000117748/ENSG00000188486/ENSG00000109685/ENSG00000132646/ENSG00000112029/ENSG00000124795/ENSG00000013573/ENSG00000129355/ENSG00000111206/ENSG00000185480/ENSG00000104313","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0008299","GO:0008299","GO:0008299","isoprenoid biosynthetic process",24,-0.693292473278807,-1.68167464990289,0.00225706987045538,0.0458048490880763,0.0397839434953509,727,"tags=42%, list=6%, signal=39%","ENSG00000148459/ENSG00000116745/ENSG00000148377/ENSG00000113161/ENSG00000114115/ENSG00000167508/ENSG00000160752/ENSG00000110921/ENSG00000112972/ENSG00000160285","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0060047","GO:0060047","GO:0060047","heart contraction",189,-0.466863879131715,-1.49064062844377,0.00227820243539419,0.0459138850369144,0.0398786470063088,1870,"tags=23%, list=16%, signal=20%","ENSG00000185774/ENSG00000087470/ENSG00000196296/ENSG00000173511/ENSG00000121361/ENSG00000186439/ENSG00000196839/ENSG00000163485/ENSG00000118194/ENSG00000145349/ENSG00000119782/ENSG00000184185/ENSG00000081248/ENSG00000114279/ENSG00000159173/ENSG00000178342/ENSG00000157087/ENSG00000130529/ENSG00000131979/ENSG00000100678/ENSG00000157445/ENSG00000171385/ENSG00000132681/ENSG00000114923/ENSG00000171873/ENSG00000283927/ENSG00000135547/ENSG00000138622/ENSG00000155657/ENSG00000136574/ENSG00000158286/ENSG00000006116/ENSG00000282608/ENSG00000162989/ENSG00000139445/ENSG00000168135/ENSG00000183153/ENSG00000143318/ENSG00000129170/ENSG00000120049/ENSG00000105605/ENSG00000018625/ENSG00000166862/ENSG00000168530","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0061298","GO:0061298","GO:0061298","retina vasculature development in camera-type eye",12,0.766100437610687,1.92517789471716,0.0022988882561087,0.0460107381321063,0.0399627690620119,1775,"tags=58%, list=15%, signal=50%","ENSG00000113721/ENSG00000187498/ENSG00000099250/ENSG00000138061/ENSG00000198844/ENSG00000174804/ENSG00000139567","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0098743","GO:0098743","GO:0098743","cell aggregation",18,-0.76925266748832,-1.77809773763735,0.00230010937698134,0.0460107381321063,0.0399627690620119,401,"tags=33%, list=3%, signal=32%","ENSG00000125398/ENSG00000075388/ENSG00000164853/ENSG00000139219/ENSG00000060718/ENSG00000158887","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001895","GO:0001895","GO:0001895","retina homeostasis",46,-0.607970578406473,-1.65687903037716,0.00236935341993679,0.0472203361210365,0.0410133691404263,2015,"tags=41%, list=17%, signal=34%","ENSG00000140463/ENSG00000135338/ENSG00000173226/ENSG00000125863/ENSG00000007062/ENSG00000184009/ENSG00000107736/ENSG00000180376/ENSG00000104237/ENSG00000139323/ENSG00000095397/ENSG00000116745/ENSG00000129221/ENSG00000117394/ENSG00000112041/ENSG00000134376/ENSG00000111554/ENSG00000117450/ENSG00000119715","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001974","GO:0001974","GO:0001974","blood vessel remodeling",26,0.630498708872988,1.86908533827787,0.00244602137287547,0.0483898566450107,0.0420291598125662,1033,"tags=42%, list=9%, signal=39%","ENSG00000182492/ENSG00000123454/ENSG00000037280/ENSG00000081189/ENSG00000105997/ENSG00000128917/ENSG00000054598/ENSG00000167601/ENSG00000070193/ENSG00000198959/ENSG00000165240","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007281","GO:0007281","GO:0007281","germ cell development",143,-0.487505275728523,-1.51678276758741,0.0025618117124623,0.0499460464665204,0.0433807933002769,2357,"tags=38%, list=20%, signal=31%","ENSG00000274529/ENSG00000177138/ENSG00000101104/ENSG00000116455/ENSG00000131914/ENSG00000132475/ENSG00000173769/ENSG00000140463/ENSG00000133105/ENSG00000110218/ENSG00000125863/ENSG00000164104/ENSG00000181378/ENSG00000182749/ENSG00000088986/ENSG00000149311/ENSG00000198783/ENSG00000047188/ENSG00000272514/ENSG00000177707/ENSG00000141577/ENSG00000110492/ENSG00000160401/ENSG00000144451/ENSG00000164113/ENSG00000168556/ENSG00000143452/ENSG00000134874/ENSG00000161594/ENSG00000068878/ENSG00000163661/ENSG00000198765/ENSG00000220201/ENSG00000158169/ENSG00000137090/ENSG00000136492/ENSG00000095002/ENSG00000001626/ENSG00000112530/ENSG00000137819/ENSG00000100918/ENSG00000188372/ENSG00000104044/ENSG00000112981/ENSG00000112029/ENSG00000160188/ENSG00000174948/ENSG00000256453/ENSG00000100078/ENSG00000087586/ENSG00000101489/ENSG00000134057/ENSG00000141384/ENSG00000017427","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
