"Gene.stable.ID","HGNC.symbol","Gene.stable.ID.1"
"ENSNFUG00015002857","TMEM72","ENSG00000187783"
"ENSNFUG00015004382","SEZ6L","ENSG00000100095"
"ENSNFUG00015016320","PROZ","ENSG00000126231"
"ENSNFUG00015011940","SAMM50","ENSG00000100347"
"ENSNFUG00015020399","C18orf21","ENSG00000141428"
"ENSNFUG00015011610","ATP5PO","ENSG00000241837"
"ENSNFUG00015011610","","ENSG00000249209"
"ENSNFUG00015010993","CRYBB3","ENSG00000100053"
"ENSNFUG00015013526","PCDH17","ENSG00000118946"
"ENSNFUG00015018448","MPPED1","ENSG00000186732"
"ENSNFUG00015013158","MAOB","ENSG00000069535"
"ENSNFUG00015019363","HDHD2","ENSG00000167220"
"ENSNFUG00015018627","IMPACT","ENSG00000154059"
"ENSNFUG00015009853","","ENSG00000286235"
"ENSNFUG00015021816","PARVG","ENSG00000138964"
"ENSNFUG00015001231","CERK","ENSG00000100422"
"ENSNFUG00015013292","KLHL34","ENSG00000185915"
"ENSNFUG00015018571","REPS2","ENSG00000169891"
"ENSNFUG00015021124","TMEM230","ENSG00000089063"
"ENSNFUG00015025212","PRMT2","ENSG00000160310"
"ENSNFUG00015014681","RAB40C","ENSG00000197562"
"ENSNFUG00015004738","CDH22","ENSG00000149654"
"ENSNFUG00015023460","ABCA7","ENSG00000064687"
"ENSNFUG00015003759","RPL17-C18orf32","ENSG00000215472"
"ENSNFUG00015011287","S100G","ENSG00000169906"
"ENSNFUG00015000792","CACNA1I","ENSG00000100346"
"ENSNFUG00015013049","ZAR1L","ENSG00000189167"
"ENSNFUG00015000181","PISD","ENSG00000241878"
"ENSNFUG00015023844","PHYHIPL","ENSG00000165443"
"ENSNFUG00015017636","PPP6R2","ENSG00000100239"
"ENSNFUG00015025000","ZMYND8","ENSG00000101040"
"ENSNFUG00015018662","GET4","ENSG00000239857"
"ENSNFUG00015006027","UQCC1","ENSG00000101019"
"ENSNFUG00015003775","ADAP1","ENSG00000105963"
"ENSNFUG00015007491","CRK","ENSG00000167193"
"ENSNFUG00015020726","KCNB1","ENSG00000158445"
"ENSNFUG00015002060","SYT4","ENSG00000132872"
"ENSNFUG00015013808","PIGP","ENSG00000185808"
"ENSNFUG00015023514","GRIPAP1","ENSG00000068400"
"ENSNFUG00015017684","RCBTB1","ENSG00000136144"
"ENSNFUG00015021759","STOML3","ENSG00000133115"
"ENSNFUG00015006072","DYNLT3","ENSG00000165169"
"ENSNFUG00015019660","SLC39A12","ENSG00000148482"
"ENSNFUG00015001010","ZBTB7C","ENSG00000184828"
"ENSNFUG00015020365","PRR5","ENSG00000186654"
"ENSNFUG00015016888","SLC17A9","ENSG00000101194"
"ENSNFUG00015010945","TMEM184B","ENSG00000198792"
"ENSNFUG00015015815","DSCAM","ENSG00000171587"
"ENSNFUG00015014034","LMO7","ENSG00000136153"
"ENSNFUG00015016043","TMPRSS3","ENSG00000160183"
"ENSNFUG00015003217","CDKL5","ENSG00000008086"
"ENSNFUG00015000179","FBXO7","ENSG00000100225"
"ENSNFUG00015025454","S1PR4","ENSG00000125910"
"ENSNFUG00015010677","LGALS2","ENSG00000100079"
"ENSNFUG00015006257","STK35","ENSG00000125834"
"ENSNFUG00015013752","ADAP1","ENSG00000105963"
"ENSNFUG00015021521","RP2","ENSG00000102218"
"ENSNFUG00015020709","PTGIS","ENSG00000124212"
"ENSNFUG00015005271","SLC25A30","ENSG00000174032"
"ENSNFUG00015013606","","ENSG00000199977"
"ENSNFUG00015013606","","ENSG00000201816"
"ENSNFUG00015024548","PPP1R3D","ENSG00000132825"
"ENSNFUG00015005230","PRKCQ","ENSG00000065675"
"ENSNFUG00015012602","SMDT1","ENSG00000183172"
"ENSNFUG00015013006","PNPLA3","ENSG00000100344"
"ENSNFUG00015014712","FAM83F","ENSG00000133477"
"ENSNFUG00015011085","","ENSG00000197991"
"ENSNFUG00015010808","LGALS2","ENSG00000100079"
"ENSNFUG00015025257","ASMT","ENSG00000196433"
"ENSNFUG00015006164","CBSL","ENSG00000274276"
"ENSNFUG00015006164","CBS","ENSG00000160200"
"ENSNFUG00015022463","ADARB2","ENSG00000185736"
"ENSNFUG00015014115","CST8","ENSG00000125815"
"ENSNFUG00015014115","CST5","ENSG00000170367"
"ENSNFUG00015014115","CST11","ENSG00000125831"
"ENSNFUG00015014115","CST2","ENSG00000170369"
"ENSNFUG00015014115","CST9L","ENSG00000101435"
"ENSNFUG00015016294","F10","ENSG00000126218"
"ENSNFUG00015016037","SLC17A9","ENSG00000101194"
"ENSNFUG00015008992","R3HDM4","ENSG00000198858"
"ENSNFUG00015016913","BRWD1","ENSG00000185658"
"ENSNFUG00015008624","PTPN2","ENSG00000175354"
"ENSNFUG00015009166","ZNF385D","ENSG00000151789"
"ENSNFUG00015014623","CYTH4","ENSG00000100055"
"ENSNFUG00015018959","CYP24A1","ENSG00000019186"
"ENSNFUG00015008000","MRC1","ENSG00000260314"
"ENSNFUG00015004748","CACNA1I","ENSG00000100346"
"ENSNFUG00015007377","SMOX","ENSG00000088826"
"ENSNFUG00015018978","ARHGAP12","ENSG00000165322"
"ENSNFUG00015000664","LFNG","ENSG00000106003"
"ENSNFUG00015017796","BRSK2","ENSG00000174672"
"ENSNFUG00015023685","AZU1","ENSG00000172232"
"ENSNFUG00015000993","RNF113B","ENSG00000139797"
"ENSNFUG00015017104","ASXL1","ENSG00000171456"
"ENSNFUG00015002176","LIG4","ENSG00000174405"
"ENSNFUG00015025248","EFNA2","ENSG00000099617"
"ENSNFUG00015015842","PPP6R2","ENSG00000100239"
"ENSNFUG00015004530","WBP4","ENSG00000120688"
"ENSNFUG00015021155","CERK","ENSG00000100422"
"ENSNFUG00015018034","SOD1","ENSG00000142168"
"ENSNFUG00015001834","RAP1GAP2","ENSG00000132359"
"ENSNFUG00015005946","PITPNB","ENSG00000180957"
"ENSNFUG00015018023","HAUS1","ENSG00000152240"
"ENSNFUG00015013029","PDXK","ENSG00000160209"
"ENSNFUG00015023833","DCLRE1C","ENSG00000152457"
"ENSNFUG00015006810","CLCN5","ENSG00000171365"
"ENSNFUG00015014081","MBP","ENSG00000197971"
"ENSNFUG00015013601","","ENSG00000199977"
"ENSNFUG00015013601","","ENSG00000201816"
"ENSNFUG00015010144","SOX21","ENSG00000125285"
"ENSNFUG00015019756","RNF152","ENSG00000176641"
"ENSNFUG00015004794","SYTL5","ENSG00000147041"
"ENSNFUG00015004669","GATA3","ENSG00000107485"
"ENSNFUG00015016254","TRPC4","ENSG00000133107"
"ENSNFUG00015006494","MYO16","ENSG00000041515"
"ENSNFUG00015018248","","ENSG00000212293"
"ENSNFUG00015008225","SPART","ENSG00000133104"
"ENSNFUG00015017854","","ENSG00000267059"
"ENSNFUG00015018024","MIS18A","ENSG00000159055"
"ENSNFUG00015019329","PRTFDC1","ENSG00000099256"
"ENSNFUG00015012563","","ENSG00000251715"
"ENSNFUG00015008738","POLR2E","ENSG00000099817"
"ENSNFUG00015007950","PCK1","ENSG00000124253"
"ENSNFUG00015016793","","ENSG00000279493"
"ENSNFUG00015016793","DNMT3L","ENSG00000142182"
"ENSNFUG00015016748","MEOX2","ENSG00000106511"
"ENSNFUG00015021570","CBR3","ENSG00000159231"
"ENSNFUG00015014728","GRAP2","ENSG00000100351"
"ENSNFUG00015006888","RRBP1","ENSG00000125844"
"ENSNFUG00015015535","BACE2","ENSG00000182240"
"ENSNFUG00015023375","RMC1","ENSG00000141452"
"ENSNFUG00015006149","U2AF1","ENSG00000160201"
"ENSNFUG00015010001","ZBTB14","ENSG00000198081"
"ENSNFUG00015022464","FGD1","ENSG00000102302"
"ENSNFUG00015017501","RNASEH2B","ENSG00000136104"
"ENSNFUG00015010181","CUBN","ENSG00000107611"
"ENSNFUG00015016033","FGF14","ENSG00000102466"
"ENSNFUG00015005328","PDGFB","ENSG00000100311"
"ENSNFUG00015012041","CNKSR2","ENSG00000149970"
"ENSNFUG00015017491","NR0B1","ENSG00000169297"
"ENSNFUG00015019026","OPTN","ENSG00000123240"
"ENSNFUG00015003984","KLHL4","ENSG00000102271"
"ENSNFUG00015017350","BRWD3","ENSG00000165288"
"ENSNFUG00015009884","IL3RA","ENSG00000185291"
"ENSNFUG00015009884","CRLF2","ENSG00000205755"
"ENSNFUG00015007286","FOXK1","ENSG00000164916"
"ENSNFUG00015002447","FGF16","ENSG00000196468"
"ENSNFUG00015005326","TTLL1","ENSG00000100271"
"ENSNFUG00015015928","FBLN1","ENSG00000077942"
"ENSNFUG00015001633","SNRPB2","ENSG00000125870"
"ENSNFUG00015019200","CDC42EP1","ENSG00000128283"
"ENSNFUG00015017192","ABHD12","ENSG00000100997"
"ENSNFUG00015023497","ZDHHC20","ENSG00000180776"
"ENSNFUG00015016426","ZIC2","ENSG00000043355"
"ENSNFUG00015015414","SPIRE1","ENSG00000134278"
"ENSNFUG00015011959","PIAS2","ENSG00000078043"
"ENSNFUG00015007237","LCP1","ENSG00000136167"
"ENSNFUG00015009286","SLC35A2","ENSG00000102100"
"ENSNFUG00015009762","FAM124A","ENSG00000150510"
"ENSNFUG00015008260","SIGLEC15","ENSG00000197046"
"ENSNFUG00015008907","RPA3","ENSG00000106399"
"ENSNFUG00015003207","MAPK8","ENSG00000107643"
"ENSNFUG00015014592","DNAJB7","ENSG00000172404"
"ENSNFUG00015023453","NXPH1","ENSG00000122584"
"ENSNFUG00015003393","C18orf25","ENSG00000152242"
"ENSNFUG00015012949","FAM20C","ENSG00000177706"
"ENSNFUG00015007113","SUN1","ENSG00000164828"
"ENSNFUG00015017755","ENTPD6","ENSG00000197586"
"ENSNFUG00015016460","GPR183","ENSG00000169508"
"ENSNFUG00015000616","SYNDIG1","ENSG00000101463"
"ENSNFUG00015024601","DIS3","ENSG00000083520"
"ENSNFUG00015022534","PPP1R16B","ENSG00000101445"
"ENSNFUG00015006726","TTC38","ENSG00000075234"
"ENSNFUG00015009479","NLGN4X","ENSG00000146938"
"ENSNFUG00015009733","SOGA1","ENSG00000149639"
"ENSNFUG00015005299","ERCC6L","ENSG00000186871"
"ENSNFUG00015014399","XRN2","ENSG00000088930"
"ENSNFUG00015023589","FGF22","ENSG00000070388"
"ENSNFUG00015017697","SLC46A3","ENSG00000139508"
"ENSNFUG00015025426","TMEM47","ENSG00000147027"
"ENSNFUG00015014862","","ENSG00000285404"
"ENSNFUG00015014862","DEPDC5","ENSG00000100150"
"ENSNFUG00015018436","DCLK1","ENSG00000133083"
"ENSNFUG00015010960","RNF165","ENSG00000141622"
"ENSNFUG00015021261","LAMP1","ENSG00000185896"
"ENSNFUG00015018051","TMEM86A","ENSG00000151117"
"ENSNFUG00015015198","NUP50","ENSG00000093000"
"ENSNFUG00015006365","COL4A1","ENSG00000187498"
"ENSNFUG00015023457","ARID3A","ENSG00000116017"
"ENSNFUG00015012433","KCNJ6","ENSG00000157542"
"ENSNFUG00015025105","NCOA3","ENSG00000124151"
"ENSNFUG00015018920","TSPYL2","ENSG00000184205"
"ENSNFUG00015000864","NDUFA4","ENSG00000189043"
"ENSNFUG00015013188","ISM1","ENSG00000101230"
"ENSNFUG00015015302","ACAA2","ENSG00000167315"
"ENSNFUG00015019462","SGCG","ENSG00000102683"
"ENSNFUG00015016051","ITGBL1","ENSG00000198542"
"ENSNFUG00015004231","ELFN2","ENSG00000166897"
"ENSNFUG00015005680","CBR3","ENSG00000159231"
"ENSNFUG00015008365","S100B","ENSG00000160307"
"ENSNFUG00015007772","IGSF5","ENSG00000183067"
"ENSNFUG00015020757","LMO1","ENSG00000166407"
"ENSNFUG00015021815","RIPOR3","ENSG00000042062"
"ENSNFUG00015012635","","ENSG00000100101"
"ENSNFUG00015012635","NOL12","ENSG00000273899"
"ENSNFUG00015008575","ANOS1","ENSG00000011201"
"ENSNFUG00015004431","SLC14A2","ENSG00000132874"
"ENSNFUG00015004431","SLC14A1","ENSG00000141469"
"ENSNFUG00015023024","ITIH6","ENSG00000102313"
"ENSNFUG00015022996","STK11","ENSG00000118046"
"ENSNFUG00015004709","YWHAB","ENSG00000166913"
"ENSNFUG00015015029","APCDD1L","ENSG00000198768"
"ENSNFUG00015007964","TPP2","ENSG00000134900"
"ENSNFUG00015015997","NDUFV3","ENSG00000160194"
"ENSNFUG00015001062","","ENSG00000284776"
"ENSNFUG00015015622","PRORP","ENSG00000100890"
"ENSNFUG00015022141","UCMA","ENSG00000165623"
"ENSNFUG00015019234","PHF21B","ENSG00000056487"
"ENSNFUG00015000394","UNCX","ENSG00000164853"
"ENSNFUG00015009758","MIR1-2","ENSG00000284453"
"ENSNFUG00015001978","PIM3","ENSG00000198355"
"ENSNFUG00015001719","TXN2","ENSG00000100348"
"ENSNFUG00015020058","CTNNBL1","ENSG00000132792"
"ENSNFUG00015004685","TXNL1","ENSG00000091164"
"ENSNFUG00015018907","ARL5B","ENSG00000165997"
"ENSNFUG00015003005","PPARA","ENSG00000186951"
"ENSNFUG00015010815","CDC42EP1","ENSG00000128283"
"ENSNFUG00015020095","PLPP2","ENSG00000141934"
"ENSNFUG00015010874","TPTEP2-CSNK1E","ENSG00000283900"
"ENSNFUG00015010874","CSNK1E","ENSG00000213923"
"ENSNFUG00015017097","DPH3","ENSG00000154813"
"ENSNFUG00015012590","ODAD2","ENSG00000169126"
"ENSNFUG00015014855","PPP2R3B","ENSG00000167393"
"ENSNFUG00015011633","ETV1","ENSG00000006468"
"ENSNFUG00015013354","ASCC1","ENSG00000138303"
"ENSNFUG00015008091","MAOB","ENSG00000069535"
"ENSNFUG00015021011","NUDT5","ENSG00000165609"
"ENSNFUG00015014898","CRYZL1","ENSG00000205758"
"ENSNFUG00015013936","ADNP2","ENSG00000101544"
"ENSNFUG00015003338","RPS6KA6","ENSG00000072133"
"ENSNFUG00015017237","SOX1","ENSG00000182968"
"ENSNFUG00015015123","TGIF1","ENSG00000177426"
"ENSNFUG00015016260","F7","ENSG00000057593"
"ENSNFUG00015010822","CARD10","ENSG00000100065"
"ENSNFUG00015025283","MOCOS","ENSG00000075643"
"ENSNFUG00015016886","PCSK2","ENSG00000125851"
"ENSNFUG00015010328","SLC7A1","ENSG00000139514"
"ENSNFUG00015022555","SLC32A1","ENSG00000101438"
"ENSNFUG00015017737","","ENSG00000279493"
"ENSNFUG00015017737","DNMT3L","ENSG00000142182"
"ENSNFUG00015006483","IRS2","ENSG00000185950"
"ENSNFUG00015020712","CALCB","ENSG00000175868"
"ENSNFUG00015023965","CDK8","ENSG00000132964"
"ENSNFUG00015011055","HSF2BP","ENSG00000160207"
"ENSNFUG00015010873","PRRG4","ENSG00000135378"
"ENSNFUG00015019054","ARHGAP5","ENSG00000100852"
"ENSNFUG00015014844","CDH26","ENSG00000124215"
"ENSNFUG00015022334","MN1","ENSG00000169184"
"ENSNFUG00015012165","AKR1C3","ENSG00000196139"
"ENSNFUG00015012165","AKR1C2","ENSG00000151632"
"ENSNFUG00015012165","AKR1C1","ENSG00000187134"
"ENSNFUG00015012165","AKR1C8P","ENSG00000264006"
"ENSNFUG00015012165","AKR1C4","ENSG00000198610"
"ENSNFUG00015010230","HAO1","ENSG00000101323"
"ENSNFUG00015011623","ARL4A","ENSG00000122644"
"ENSNFUG00015017093","ASXL1","ENSG00000171456"
"ENSNFUG00015003594","RBX1","ENSG00000100387"
"ENSNFUG00015012860","IL3RA","ENSG00000185291"
"ENSNFUG00015012860","CRLF2","ENSG00000205755"
"ENSNFUG00015001681","LMAN1","ENSG00000074695"
"ENSNFUG00015020504","RCBTB1","ENSG00000136144"
"ENSNFUG00015000354","AXIN1","ENSG00000103126"
"ENSNFUG00015012734","KDELR3","ENSG00000100196"
"ENSNFUG00015014568","BRAT1","ENSG00000106009"
"ENSNFUG00015009645","CLIC6","ENSG00000159212"
"ENSNFUG00015010185","CLDN10","ENSG00000134873"
"ENSNFUG00015024169","RIBC2","ENSG00000128408"
"ENSNFUG00015024465","TOX2","ENSG00000124191"
"ENSNFUG00015012625","TNFRSF11A","ENSG00000141655"
"ENSNFUG00015023655","RNF126","ENSG00000070423"
"ENSNFUG00015017054","RIC3","ENSG00000166405"
"ENSNFUG00015010557","COMMD3","ENSG00000148444"
"ENSNFUG00015020382","ARMCX2","ENSG00000184867"
"ENSNFUG00015020382","ARMCX4","ENSG00000196440"
"ENSNFUG00015007974","GGTLC1","ENSG00000149435"
"ENSNFUG00015012887","AKR1E2","ENSG00000165568"
"ENSNFUG00015019272","RSPH1","ENSG00000160188"
"ENSNFUG00015014881","ZNF519","ENSG00000175322"
"ENSNFUG00015018903","MB","ENSG00000198125"
"ENSNFUG00015009305","MXRA5","ENSG00000101825"
"ENSNFUG00015013193","DOK6","ENSG00000206052"
"ENSNFUG00015008243","HDAC8","ENSG00000147099"
"ENSNFUG00015017116","","ENSG00000250349"
"ENSNFUG00015014427","DRG1","ENSG00000185721"
"ENSNFUG00015016093","TWSG1","ENSG00000128791"
"ENSNFUG00015007696","","ENSG00000253094"
"ENSNFUG00015016444","GRK3","ENSG00000100077"
"ENSNFUG00015018635","FRMD4A","ENSG00000151474"
"ENSNFUG00015020529","MCF2L","ENSG00000126217"
"ENSNFUG00015003442","DCC","ENSG00000187323"
"ENSNFUG00015023087","SVIL","ENSG00000197321"
"ENSNFUG00015015595","SMC1B","ENSG00000077935"
"ENSNFUG00015003763","SNORD58C","ENSG00000202093"
"ENSNFUG00015009920","GPC6","ENSG00000183098"
"ENSNFUG00015016727","GET1-SH3BGR","ENSG00000285815"
"ENSNFUG00015019283","TMEM184B","ENSG00000198792"
"ENSNFUG00015010947","CFAP47","ENSG00000165164"
"ENSNFUG00015016114","KIAA2026","ENSG00000183354"
"ENSNFUG00015023621","INPP5J","ENSG00000185133"
"ENSNFUG00015004841","FBXL16","ENSG00000127585"
"ENSNFUG00015012096","COL6A2","ENSG00000142173"
"ENSNFUG00015001491","SLITRK1","ENSG00000178235"
"ENSNFUG00015010675","SERPINB8","ENSG00000166401"
"ENSNFUG00015006255","PSMG1","ENSG00000183527"
"ENSNFUG00015005358","TTC3","ENSG00000182670"
"ENSNFUG00015022546","ARHGAP40","ENSG00000124143"
"ENSNFUG00015006486","ITGA9","ENSG00000144668"
"ENSNFUG00015009976","ROCK1","ENSG00000067900"
"ENSNFUG00015010995","ATP5F1A","ENSG00000152234"
"ENSNFUG00015015544","ZBTB14","ENSG00000198081"
"ENSNFUG00015014758","ENO3","ENSG00000108515"
"ENSNFUG00015006769","SHROOM2","ENSG00000146950"
"ENSNFUG00015009559","RUNX1","ENSG00000159216"
"ENSNFUG00015004511","ZNF343","ENSG00000088876"
"ENSNFUG00015004511","ZNF70","ENSG00000187792"
"ENSNFUG00015004511","ZNF337","ENSG00000130684"
"ENSNFUG00015016053","TNFRSF11A","ENSG00000141655"
"ENSNFUG00015006247","ANKRD10","ENSG00000088448"
"ENSNFUG00015021665","LARP4B","ENSG00000107929"
"ENSNFUG00015015813","ACBD7","ENSG00000176244"
"ENSNFUG00015002869","FBLN1","ENSG00000077942"
"ENSNFUG00015004870","CBLN4","ENSG00000054803"
"ENSNFUG00015014915","CDH26","ENSG00000124215"
"ENSNFUG00015006308","MICALL2","ENSG00000164877"
"ENSNFUG00015021406","TIMM17B","ENSG00000126768"
"ENSNFUG00015008758","FANCB","ENSG00000181544"
"ENSNFUG00015015598","VSTM4","ENSG00000165633"
"ENSNFUG00015001060","DYM","ENSG00000141627"
"ENSNFUG00015015187","FAM83D","ENSG00000101447"
"ENSNFUG00015013729","CRK","ENSG00000167193"
"ENSNFUG00015018723","SHROOM2","ENSG00000146950"
"ENSNFUG00015016884","CSNK1A1L","ENSG00000180138"
"ENSNFUG00015007426","ZMYND8","ENSG00000101040"
"ENSNFUG00015005355","MCAT","ENSG00000100294"
"ENSNFUG00015005398","KCNJ15","ENSG00000157551"
"ENSNFUG00015011363","CCDC3","ENSG00000151468"
"ENSNFUG00015025458","NCLN","ENSG00000125912"
"ENSNFUG00015025114","NETO1","ENSG00000166342"
"ENSNFUG00015018836","EP300","ENSG00000100393"
"ENSNFUG00015007966","CD93","ENSG00000125810"
"ENSNFUG00015016860","PIGN","ENSG00000197563"
"ENSNFUG00015003201","PPEF1","ENSG00000086717"
"ENSNFUG00015003979","ANKRD16","ENSG00000134461"
"ENSNFUG00015007190","ITM2B","ENSG00000136156"
"ENSNFUG00015016734","SLAIN1","ENSG00000139737"
"ENSNFUG00015018887","UCN3","ENSG00000178473"
"ENSNFUG00015024630","TAX1BP3","ENSG00000213977"
"ENSNFUG00015004795","AHCY","ENSG00000101444"
"ENSNFUG00015005490","PLCL2","ENSG00000154822"
"ENSNFUG00015009971","SERPINB8","ENSG00000166401"
"ENSNFUG00015021078","RAB27B","ENSG00000041353"
"ENSNFUG00015021804","CNDP2","ENSG00000133313"
"ENSNFUG00015005386","PVALB","ENSG00000100362"
"ENSNFUG00015006114","PLA2G3","ENSG00000100078"
"ENSNFUG00015014097","C1QL3","ENSG00000165985"
"ENSNFUG00015021229","CPB2","ENSG00000080618"
"ENSNFUG00015014019","UCHL3","ENSG00000118939"
"ENSNFUG00015014234","CBLN2","ENSG00000141668"
"ENSNFUG00015013138","SNAI1","ENSG00000124216"
"ENSNFUG00015013215","SPTLC3","ENSG00000172296"
"ENSNFUG00015000614","TTYH3","ENSG00000136295"
"ENSNFUG00015022536","NKX2-4","ENSG00000125816"
"ENSNFUG00015023990","","ENSG00000267228"
"ENSNFUG00015023990","IER3IP1","ENSG00000134049"
"ENSNFUG00015023377","STXBP6","ENSG00000168952"
"ENSNFUG00015014178","ATP9B","ENSG00000166377"
"ENSNFUG00015006400","RGN","ENSG00000130988"
"ENSNFUG00015018619","SCML2","ENSG00000102098"
"ENSNFUG00015021119","CFAP47","ENSG00000165164"
"ENSNFUG00015015661","EXOSC8","ENSG00000120699"
"ENSNFUG00015013125","TP53INP2","ENSG00000078804"
"ENSNFUG00015004932","IFT27","ENSG00000100360"
"ENSNFUG00015019869","GINS1","ENSG00000101003"
"ENSNFUG00015016025","PKNOX1","ENSG00000160199"
"ENSNFUG00015022459","SLC13A3","ENSG00000158296"
"ENSNFUG00015013201","CD226","ENSG00000150637"
"ENSNFUG00015013979","FAM20C","ENSG00000177706"
"ENSNFUG00015020845","ENKUR","ENSG00000151023"
"ENSNFUG00015011515","ZC4H2","ENSG00000126970"
"ENSNFUG00015013732","BTBD3","ENSG00000132640"
"ENSNFUG00015015290","","ENSG00000199282"
"ENSNFUG00015025255","AKAP17A","ENSG00000197976"
"ENSNFUG00015018918","SEPHS1","ENSG00000086475"
"ENSNFUG00015003652","PSTPIP2","ENSG00000152229"
"ENSNFUG00015013218","FARP1","ENSG00000152767"
"ENSNFUG00015006165","TMEM47","ENSG00000147027"
"ENSNFUG00015022935","AKR1C3","ENSG00000196139"
"ENSNFUG00015022935","AKR1C2","ENSG00000151632"
"ENSNFUG00015022935","AKR1C1","ENSG00000187134"
"ENSNFUG00015022935","AKR1C8P","ENSG00000264006"
"ENSNFUG00015022935","AKR1C4","ENSG00000198610"
"ENSNFUG00015013617","UBL3","ENSG00000122042"
"ENSNFUG00015000277","PRKAR1B","ENSG00000188191"
"ENSNFUG00015002431","UPRT","ENSG00000094841"
"ENSNFUG00015016747","KCNK15","ENSG00000124249"
"ENSNFUG00015022001","NDUFA4","ENSG00000189043"
"ENSNFUG00015007736","CRYBB3","ENSG00000100053"
"ENSNFUG00015005878","PREX1","ENSG00000124126"
"ENSNFUG00015016973","GAREM1","ENSG00000141441"
"ENSNFUG00015017514","PRAME","ENSG00000185686"
"ENSNFUG00015024004","CDC37L1","ENSG00000106993"
"ENSNFUG00015020410","ANKRD29","ENSG00000154065"
"ENSNFUG00015009421","","ENSG00000266997"
"ENSNFUG00015009421","MYO5B","ENSG00000167306"
"ENSNFUG00015015131","APMAP","ENSG00000101474"
"ENSNFUG00015022468","TAF3","ENSG00000165632"
"ENSNFUG00015017231","","ENSG00000250349"
"ENSNFUG00015020060","OPTN","ENSG00000123240"
"ENSNFUG00015019858","NINL","ENSG00000101004"
"ENSNFUG00015017470","MINDY3","ENSG00000148481"
"ENSNFUG00015008508","WFIKKN1","ENSG00000127578"
"ENSNFUG00015018654","RS1","ENSG00000102104"
"ENSNFUG00015005324","PCCA","ENSG00000175198"
"ENSNFUG00015001835","CCBE1","ENSG00000183287"
"ENSNFUG00015009241","ENTPD6","ENSG00000197586"
"ENSNFUG00015016779","STT3B","ENSG00000163527"
"ENSNFUG00015022417","DIP2C","ENSG00000151240"
"ENSNFUG00015006316","UNCX","ENSG00000164853"
"ENSNFUG00015020915","GALNT18","ENSG00000110328"
"ENSNFUG00015019304","MAFF","ENSG00000185022"
"ENSNFUG00015015591","AZU1","ENSG00000172232"
"ENSNFUG00015015739","SUPT20H","ENSG00000102710"
"ENSNFUG00015009445","MXRA5","ENSG00000101825"
"ENSNFUG00015018631","CDKL5","ENSG00000008086"
"ENSNFUG00015000620","TTYH3","ENSG00000136295"
"ENSNFUG00015009453","PRKX","ENSG00000183943"
"ENSNFUG00015019361","","ENSG00000267228"
"ENSNFUG00015019361","IER3IP1","ENSG00000134049"
"ENSNFUG00015010205","CRLS1","ENSG00000088766"
"ENSNFUG00015000543","CLDN10","ENSG00000134873"
"ENSNFUG00015001628","CPLX4","ENSG00000166569"
"ENSNFUG00015018573","TSPAN13","ENSG00000106537"
"ENSNFUG00015002992","WNT7B","ENSG00000188064"
"ENSNFUG00015014835","PARD6G","ENSG00000178184"
"ENSNFUG00015002735","DYRK1A","ENSG00000157540"
"ENSNFUG00015004104","HDX","ENSG00000165259"
"ENSNFUG00015010355","DHX35","ENSG00000101452"
"ENSNFUG00015005125","CNTLN","ENSG00000044459"
"ENSNFUG00015024777","LIPI","ENSG00000188992"
"ENSNFUG00015019254","MKX","ENSG00000150051"
"ENSNFUG00015003586","ST13","ENSG00000100380"
"ENSNFUG00015001635","SLC25A6","ENSG00000169100"
"ENSNFUG00015018646","WNT7A","ENSG00000154764"
"ENSNFUG00015005391","STK24","ENSG00000102572"
"ENSNFUG00015017024","","ENSG00000256206"
"ENSNFUG00015020693","TXNL4A","ENSG00000141759"
"ENSNFUG00015017797","MCF2L","ENSG00000126217"
"ENSNFUG00015010586","RRP1B","ENSG00000160208"
"ENSNFUG00015010586","RRP1","ENSG00000160214"
"ENSNFUG00015020244","DNAJC1","ENSG00000136770"
"ENSNFUG00015021537","SLC14A2","ENSG00000132874"
"ENSNFUG00015021537","SLC14A1","ENSG00000141469"
"ENSNFUG00015020427","GGTLC1","ENSG00000149435"
"ENSNFUG00015025026","PALM","ENSG00000099864"
"ENSNFUG00015019245","SERPINB8","ENSG00000166401"
"ENSNFUG00015012917","PDXP","ENSG00000241360"
"ENSNFUG00015012293","SNORD31B","ENSG00000201847"
"ENSNFUG00015022196","PAXBP1","ENSG00000159086"
"ENSNFUG00015021708","RPS6KA3","ENSG00000177189"
"ENSNFUG00015008291","CITED1","ENSG00000125931"
"ENSNFUG00015008322","ZBTB21","ENSG00000173276"
